,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,xc,elabel,gga,algo,isif,nelm,prec,ediff,encut,ispin,lasph,lreal,lwave,ncore,nedos,sigma,ismear,nelmin,nwrite,icorelevel,aexx,isym,kpar,time,lvhar,lhfcalc,hfscreen,lmaxfock,precfock,ldau,ldauj,ldaul,ldauu,lmaxmix,ldautype,type,group,seed_name,energy_pa,energy_pa_ref
396,4Ag2Se_TETRA-200803-163445-2bee97,8ccdcd9e-51ef-47f6-9661-bb2a51d74dbc,296546,-46.94043853,-11.7351096325,4.0,223.7101992226989,55.92754980567472,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA,-3.9117032108333336,0.04045114833333319
397,4Ag2Se_TETRA-200803-162428-df815a,c694dd09-53d5-4734-82b3-b1c8d471c50e,297841,-46.87761207,-11.7194030175,4.0,224.35053615473743,56.08763403868436,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA,-3.9064676725,0.045686686666666976
398,4Ag2SE-200803-160659-54c593,a2cded6d-e47d-416b-86c2-e79c9777179f,296192,-46.68127237,-11.6703180925,4.0,225.98399897699733,56.49599974424933,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8901060308333335,0.06204832833333329
399,4Ag2SE-200803-160658-7f640b,cd936fda-ccb9-4096-8f67-735a158985f3,296161,-46.76387173,-11.6909679325,4.0,227.5168513120362,56.87921282800905,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8969893108333333,0.055165048333333466
400,4Ag2SE-200803-160658-2d3c6d,d28ca313-e0b8-4ab4-851f-cfcd681220d7,296049,-46.99454553,-11.7486363825,4.0,220.2239488265484,55.0559872066371,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9162121275,0.03594223166666666
401,4Ag2SE-200803-160654-7be8b5,d2377040-a2cf-4d1b-b171-d537772af585,296427,-46.84558474,-11.711396185,4.0,227.40033867187188,56.85008466796797,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9037987283333333,0.048355630833333496
402,4Ag2SE-200803-160653-13f1b2,13044f10-6fd4-4af6-b64f-5c3702485b91,296181,-47.0147442,-11.75368605,4.0,222.69926422075582,55.674816055188955,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.91789535,0.034259009166666576
403,4Ag2SE-200803-160636-76e661,46c622e0-93ad-4a9b-985e-b0da3915c735,295804,-46.82693224,-11.70673306,4.0,213.4466377119964,53.3616594279991,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9022443533333333,0.04991000583333349
404,4Ag2SE-200803-160140-4fb2da,bae2ae08-192e-4b5e-8944-396114626897,297116,-47.26230716,-11.81557679,4.0,223.38782611416644,55.84695652854161,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9385255966666666,0.013628762500000224
405,4Ag2SE-200803-155107-465f7b,550accbd-2968-4a61-9d3a-4f1f6e82eb4c,296075,-46.72974184,-11.68243546,4.0,226.8935159300195,56.723378982504876,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.8941451533333336,0.058009205833333244
406,4Ag2SE-200803-155101-7bc307,50c3c5e4-0264-4802-ba2f-90ad9df5298c,296579,-46.86859095,-11.7171477375,4.0,223.9857203560515,55.996430089012875,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9057159125,0.046438446666666966
407,4Ag2SE-200803-154822-430d93,95e1cccb-7506-4588-a19a-dc7251457afb,297263,-47.07374091,-11.7684352275,4.0,216.27896792926467,54.06974198231617,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.9228117425,0.02934261666666682
0,6Ag2Se-200725-011505-02a837,165eb418-db2a-4d34-b920-46eeb4221caf,127399,-63.43556341,-10.572593901666666,6.0,371.06204375603534,61.84367395933922,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.524197967222222,0.028483504444444918
1,6Ag2Se-200725-011505-02a837,abf7dcd8-246f-4796-9347-d80307f42509,126979,-54.8177081,-9.136284683333333,6.0,403.44711861518914,67.24118643586486,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.0454282277777778,0.906726131388889
2,6Ag2Se-200724-191806-f73e00,06a6b751-e985-45b1-8908-d5c611479a1a,126829,-55.27395753,-9.212326254999999,6.0,423.3569580938111,70.55949301563518,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.070775418333333,0.8813789408333337
3,6Ag2Se-200724-191806-f73e00,c6067d0a-bf4d-40f2-8165-a54f9f38f97c,127341,-63.65283994,-10.608806656666667,6.0,384.2700868790332,64.04501447983887,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.5362688855555557,0.01641258611111107
4,6Ag2Se-200724-182844-f5332f,25378cf7-e46d-4f8e-a535-09a9628a4700,127278,-63.58687564,-10.597812606666666,6.0,365.45452283483206,60.90908713913868,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.532604202222222,0.020077269444444656
5,6Ag2Se-200724-182844-f5332f,47fdb8d0-d4bb-4415-aa9f-e5789af739d2,126930,-55.09895677,-9.183159461666667,6.0,393.56088356827377,65.59348059471229,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.061053153888889,0.8911012052777778
6,6Ag2Se-200724-115821-2b2f46,7d56b349-7a8b-4e95-b238-c1e0ee33c088,126860,-55.05310133,-9.175516888333332,6.0,421.6740461809419,70.27900769682365,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.058505629444444,0.8936487297222229
7,6Ag2Se-200724-115821-2b2f46,8167ead9-cdb6-4641-924a-533df134681d,127389,-63.32582958,-10.554304929999999,6.0,386.4189047616105,64.40315079360175,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.518101643333333,0.03457982833333384
8,6Ag2Se-200724-111131-fd6063,2a4b8795-01a4-4da1-bde1-94a46b2e0e4e,127268,-63.27734942,-10.546224903333334,6.0,387.16403649249577,64.52733941541597,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.5154083011111115,0.037273170555555346
9,6Ag2Se-200724-111131-fd6063,7dc28cac-35ef-467d-af9a-1b21b6796385,126910,-54.92093766,-9.15348961,6.0,423.9334437594625,70.65557395991041,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.051163203333333,0.9009911558333337
10,6Ag2Se-200724-104909-dee448,30c3d120-629b-484e-80f4-369419cdb162,127308,-63.29674517,-10.549457528333333,6.0,378.23476819633635,63.03912803272272,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.5164858427777776,0.036195628888889164
11,6Ag2Se-200724-104909-dee448,962768b0-7717-460f-9b43-0056dc76b391,126933,-54.84542328,-9.14090388,6.0,406.4389215719415,67.73982026199025,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.04696796,0.9051863991666669
12,6Ag2Se-200724-104251-1af070,53ade8ff-3c6b-456f-88ee-700bfb9ec036,127048,-55.01731073,-9.169551788333333,6.0,418.6736276846488,69.77893794744146,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.0565172627777777,0.8956370963888891
13,6Ag2Se-200724-104251-1af070,e57997cd-e00c-4eaa-a725-c3af18420071,127298,-63.44104991,-10.573508318333333,6.0,369.29525726266024,61.549209543776705,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.524502772777778,0.02817869888888902
14,6Ag2Se-200724-100338-4e7506,2e9284bd-af32-4dcf-96e4-70d4263a92a4,127120,-55.01030401,-9.168384001666666,6.0,404.6526504812169,67.44210841353615,pbe,relax__structure,,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.0561280005555553,0.8960263586111115
15,6Ag2Se-200724-100338-4e7506,fae0a0d8-2163-4b7e-861f-d94e9ccd494a,127410,-63.53912673,-10.589854455,6.0,369.74106867396966,61.62351144566161,pbesol,relax__structure,ps,normal,3,200,accurate,1.8e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,6Ag2Se,-3.5299514849999998,0.022729986666667035
16,4Ag2Se_TETRA-200724-153259-faf86e,84f5ed16-9e85-4377-b21b-383a27e8c196,127373,-42.06854056,-10.51713514,4.0,273.46149849967276,68.36537462491819,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se_TETRA,-3.5057117133333335,0.04696975833333328
17,4Ag2Se_TETRA-200724-153259-faf86e,e9134472-ff60-4ad8-8ca5-dd36cd13d06a,126309,-36.89770353,-9.2244258825,4.0,319.40930424305753,79.85232606076438,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se_TETRA,-3.0748086275,0.8773457316666669
18,4Ag2Se_TETRA-200724-150153-820691,a8df48ef-e3ee-4756-8542-53f9c2b4e694,126399,-36.94850384,-9.23712596,4.0,311.62175260626657,77.90543815156664,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se_TETRA,-3.0790419866666667,0.8731123725000001
19,4Ag2Se_TETRA-200724-150153-820691,d1bfb45b-101f-46f3-bbef-f857d2a3c245,127236,-42.19501218,-10.548753045,4.0,278.3752655796501,69.59381639491252,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se_TETRA,-3.516251015,0.03643045666666689
20,4Ag2Se-mp-568936,b8e54b1d-0b11-413c-9b0b-a5231b9c4574,126295,-36.60144401,-9.1503610025,4.0,245.76428627544172,61.44107156886043,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,MP,ag2se/run1/airss-refine-structure,4Ag2Se,-3.050120334166667,0.9020340249999999
21,4Ag2Se-mp-568936,d0b81914-5d26-4bb9-b6de-b0ddaa152a52,127322,-42.51487021,-10.6287175525,4.0,228.46968621218176,57.11742155304544,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,MP,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5429058508333333,0.009775620833333498
22,4Ag2Se-mp-568936,fd0894c5-a975-4a47-a186-d068e7be8aa8,141249,-42.60519203,-10.6512980075,4.0,243.27889195457857,60.81972298864464,pbe,relax__structure,PE,all,3,200,accurate,1.2e-05,550,2,True,False,False,1,2000,0.05,0,4,1,1.0,0.25,3.0,3.0,0.3,,True,0.2,4.0,fast,,,,,,,MP,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5504326691666663,0.40172169000000046
23,4Ag2Se-200724-092340-dc12c7,11307cf2-4862-4f57-974b-0b5e62c791a9,127288,-41.765651,-10.44141275,4.0,258.9191984104446,64.72979960261115,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.4804709166666665,0.07221055500000029
24,4Ag2Se-200724-092340-dc12c7,123f2a23-24ce-48f9-8ef9-fbe297a8ee31,126913,-36.37962845,-9.0949071125,4.0,277.89356933182916,69.47339233295729,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0316357041666664,0.9205186550000004
25,4Ag2Se-200724-090841-c152aa,eaa6bee1-f024-47a7-a967-642e680d4e2b,127258,-41.82829331,-10.4570733275,4.0,252.99366005126345,63.24841501281586,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.4856911091666665,0.06699036250000034
26,4Ag2Se-200724-090841-c152aa,f2c089cf-38fb-4cc2-ba49-d2013a0b2c96,126959,-36.28138175,-9.0703454375,4.0,275.3943947282631,68.84859868206577,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.023448479166667,0.9287058799999999
27,4Ag2Se-200724-084546-133fdb,a3a31dba-2f63-489c-a9b1-494ad558b6c9,127206,-42.26964722,-10.567411805,4.0,241.28944604134765,60.32236151033691,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.522470601666667,0.03021086999999989
28,4Ag2Se-200724-084546-133fdb,c623efb3-41d2-4073-a0ed-8e01f4d61264,126819,-36.5440685,-9.136017125,4.0,264.2649820811966,66.06624552029915,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.045339041666667,0.9068153175
29,4Ag2Se-200724-075110-80cba4,1b3b8847-2229-42c5-a8c5-05695ec5fe80,127319,-42.51346164,-10.62836541,4.0,228.2856419472894,57.07141048682235,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.54278847,0.009893001666666734
30,4Ag2Se-200724-075110-80cba4,3c5abaef-e92d-4399-95ce-f1f59544aaca,127007,-36.6056648,-9.1514162,4.0,255.32630156892847,63.83157539223212,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0504720666666665,0.9016822925000003
31,4Ag2Se-200724-075000-73c98d,1b5a8d84-7e99-46b6-bc86-e42c1164164a,126266,-36.54451597,-9.1361289925,4.0,285.88177091285326,71.47044272821331,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0453763308333333,0.9067780283333335
32,4Ag2Se-200724-075000-73c98d,da07ff80-b965-4341-8272-1f6c0ec423d1,127233,-42.06140357,-10.5153508925,4.0,265.0121358653299,66.25303396633248,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.505116964166667,0.04756450749999974
33,4Ag2Se-200724-061453-71feaf,14225735-5f74-4a1b-84b9-06706223cb9e,127200,-42.06807803,-10.5170195075,4.0,275.5530548831168,68.8882637207792,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5056731691666667,0.0470083025000001
34,4Ag2Se-200724-061453-71feaf,48262610-3258-4172-8fc5-dd7944dad7d6,126339,-36.89854204,-9.22463551,4.0,326.964300181318,81.7410750453295,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0748785033333337,0.8772758558333331
35,4Ag2Se-200724-054817-e85621,22ef7d5c-2910-46b3-8982-b0e9fdcc0f2a,127230,-42.23946812,-10.55986703,4.0,233.64391278766794,58.410978196916986,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5199556766666666,0.03272579500000017
36,4Ag2Se-200724-054817-e85621,cab157d6-310d-47b6-9cab-76ec53c04aa0,126409,-36.42112401,-9.1052810025,4.0,253.38977827041703,63.347444567604256,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0350936675,0.9170606916666668
37,4Ag2Se-200724-054314-5ef665,5822d914-4527-4961-bbd5-6c10866a0c77,127552,-42.28095733,-10.5702393325,4.0,247.52917853088366,61.882294632720914,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5234131108333333,0.029268360833333507
38,4Ag2Se-200724-050059-aba442,6a9a02ae-be57-4013-9cd6-0c49e8c5dcca,127203,-41.90435341,-10.4760883525,4.0,248.37639888455448,62.09409972113862,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.4920294508333334,0.06065202083333343
39,4Ag2Se-200724-050059-aba442,6fd6dc87-7b63-438f-a29f-e57b2be8d0ae,126325,-36.30054336,-9.07513584,4.0,266.5091189995337,66.62727974988343,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.02504528,0.9271090791666667
40,4Ag2Se-200724-043145-e928b6,9202e1f0-a100-4b5c-aedf-04df0babb6df,126358,-36.60650035,-9.1516250875,4.0,270.04122760566827,67.51030690141707,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.050541695833333,0.9016126633333337
41,4Ag2Se-200724-043145-e928b6,dcff5859-ef2f-4a36-8124-80f0874a3ef0,127123,-42.26300361,-10.5657509025,4.0,250.5547703428003,62.63869258570008,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5219169674999997,0.030764504166667095
42,4Ag2Se-200724-042142-9171aa,35c7d9b9-457b-4dea-8065-d270277dd16a,127188,-42.22075674,-10.555189185,4.0,261.84289265672066,65.46072316418017,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.518396395,0.034285076666666914
43,4Ag2Se-200724-042142-9171aa,a4b97ad9-618f-46f9-a7af-eae6a91d93e9,126306,-36.84693179,-9.2117329475,4.0,308.8638268084158,77.21595670210395,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0705776491666668,0.88157671
44,4Ag2Se-200724-041911-27f381,2f174e0f-b46c-4d79-81c9-81d5fc54f3e4,127069,-42.1369612,-10.5342403,4.0,250.92592063738525,62.73148015934631,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5114134333333333,0.04126803833333348
45,4Ag2Se-200724-041911-27f381,962fc8a0-5a4c-4f9a-b556-184c45caaa87,126799,-36.53869126,-9.134672815,4.0,271.7795469798088,67.9448867449522,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0448909383333334,0.9072634208333334
46,4Ag2Se-200724-041307-a87410,3d92c216-4a23-4148-9ea8-8ed2f299275c,127167,-42.18279186,-10.545697965,4.0,242.42661972403704,60.60665493100926,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.515232655,0.03744881666666666
47,4Ag2Se-200724-041307-a87410,c023270b-6d8a-42b1-a0ae-c24544ee3fc7,126863,-36.49288974,-9.123222435,4.0,262.731162191585,65.68279054789625,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.041074145,0.9110802141666667
48,4Ag2Se-200724-034456-fa9093,ee34bf71-a877-4500-be44-cfddbc488c2e,126809,-36.95137872,-9.23784468,4.0,312.98409209052636,78.24602302263159,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.07928156,0.8728727991666667
49,4Ag2Se-200724-034456-fa9093,f7c41ef9-ed07-46a1-a27e-fcf421633811,127126,-42.22712553,-10.5567813825,4.0,258.0474893431255,64.51187233578138,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5189271275,0.03375434416666678
50,4Ag2Se-200724-032859-9c64a9,061aabe3-7315-496e-b4d6-32992f58e2a9,127178,-42.45677967,-10.6141949175,4.0,235.0363799135764,58.7590949783941,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5380649725000004,0.014616499166666408
51,4Ag2Se-200724-032859-9c64a9,4fa28e66-4a48-4f7a-8182-e634037cbb89,126890,-36.7279068,-9.1819767,4.0,264.2312340010515,66.05780850026288,pbe,relax__structure,,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.0606589,0.8914954591666668
52,4Ag2Se-200724-032859-9c64a9,9cd42d82-318c-44e0-a1e6-b5ffb71c8372,164630,-42.45677967,-10.6141949175,4.0,235.0363799135764,58.7590949783941,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run1/airss-refine-structure,4Ag2Se,-3.5380649725000004,0.014616499166666408
